"INLINE PersonalSkillTable","Skill"
"None","0x0"
"Marth","CharismaID"
"Caeda","DemoiselleID"
"Draug","LungeID"
"Norne","SolidarityID"
"Wrys","LiveToServeID"
"Merric","WindDiscipleID"
"Darros","ColossusID"
"Linde","BreathOfLifeID"
"Rickard","AcrobatID"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
"Gharnef","CounterID"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
"Dolhr","0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
"Bandit","0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
,"0x0"
